words,index,linuxWord,correctPOS,badClue
adventurer,26061,TRUE,TRUE,FALSE
battleships,26066,TRUE,TRUE,FALSE
hashish,26073,TRUE,TRUE,FALSE
presumption,26074,TRUE,TRUE,FALSE
crows,26076,TRUE,TRUE,FALSE
nudge,26080,TRUE,TRUE,FALSE
schoolhouse,26081,TRUE,TRUE,FALSE
adjective,26083,TRUE,TRUE,FALSE
hordes,26089,TRUE,TRUE,FALSE
conscientious,26099,TRUE,TRUE,FALSE
uncontrolled,26103,TRUE,TRUE,FALSE
deluge,26104,TRUE,TRUE,FALSE
fondness,26105,TRUE,TRUE,FALSE
defies,26109,TRUE,TRUE,FALSE
scandalous,26110,TRUE,TRUE,FALSE
nicknames,26111,TRUE,TRUE,FALSE
barony,26114,TRUE,TRUE,FALSE
galactic,26121,TRUE,TRUE,FALSE
jab,26125,TRUE,TRUE,FALSE
epoch,26129,TRUE,TRUE,FALSE
drip,26130,TRUE,TRUE,FALSE
artisans,26131,TRUE,TRUE,FALSE
measurable,26132,TRUE,TRUE,FALSE
unmistakable,26133,TRUE,TRUE,FALSE
jamming,26134,TRUE,TRUE,FALSE
pocketed,26138,TRUE,TRUE,FALSE
wacky,26140,TRUE,TRUE,FALSE
signify,26143,TRUE,TRUE,FALSE
geologists,26148,TRUE,TRUE,FALSE
artifact,26149,TRUE,TRUE,FALSE
coerced,26151,TRUE,TRUE,FALSE
feats,26156,TRUE,TRUE,FALSE
dissolving,26163,TRUE,TRUE,FALSE
raider,26165,TRUE,TRUE,FALSE
breakdowns,26168,TRUE,TRUE,FALSE
continuum,26170,TRUE,TRUE,FALSE
litany,26175,TRUE,TRUE,FALSE
diapers,26177,TRUE,TRUE,FALSE
sane,26183,TRUE,TRUE,FALSE
schism,26184,TRUE,TRUE,FALSE
focussed,26186,TRUE,TRUE,FALSE
weave,26187,TRUE,TRUE,FALSE
wielded,26190,TRUE,TRUE,FALSE
impatience,26191,TRUE,TRUE,FALSE
dispatches,26193,TRUE,TRUE,FALSE
winnings,26198,TRUE,TRUE,FALSE
trainee,26199,TRUE,TRUE,FALSE
visitation,26202,TRUE,TRUE,FALSE
sequencing,26204,TRUE,TRUE,FALSE
surnames,26209,TRUE,TRUE,FALSE
anxieties,26211,TRUE,TRUE,FALSE
revamping,26212,TRUE,TRUE,FALSE
steamboat,26215,TRUE,TRUE,FALSE
skillful,26219,TRUE,TRUE,FALSE
essentials,26220,TRUE,TRUE,FALSE
admirer,26222,TRUE,TRUE,FALSE
bulldozer,26223,TRUE,TRUE,FALSE
symbolized,26224,TRUE,TRUE,FALSE
crook,26228,TRUE,TRUE,FALSE
puzzling,26229,TRUE,TRUE,FALSE
battering,26232,TRUE,TRUE,FALSE
moderated,26236,TRUE,TRUE,FALSE
sludge,26238,TRUE,TRUE,FALSE
misused,26239,TRUE,TRUE,FALSE
flocks,26241,TRUE,TRUE,FALSE
dissemination,26243,TRUE,TRUE,FALSE
treble,26247,TRUE,TRUE,FALSE
terrorized,26249,TRUE,TRUE,FALSE
jeopardized,26251,TRUE,TRUE,FALSE
purposely,26253,TRUE,TRUE,FALSE
awry,26254,TRUE,TRUE,FALSE
roasting,26258,TRUE,TRUE,FALSE
denounces,26259,TRUE,TRUE,FALSE
alienate,26262,TRUE,TRUE,FALSE
perils,26264,TRUE,TRUE,FALSE
scuttled,26265,TRUE,TRUE,FALSE
leveling,26266,TRUE,TRUE,FALSE
ape,26267,TRUE,TRUE,FALSE
churchyard,26270,TRUE,TRUE,FALSE
leaguers,26272,TRUE,TRUE,FALSE
pediatrician,26276,TRUE,TRUE,FALSE
valiant,26278,TRUE,TRUE,FALSE
ankles,26286,TRUE,TRUE,FALSE
shutter,26291,TRUE,TRUE,FALSE
symmetric,26294,TRUE,TRUE,FALSE
lags,26296,TRUE,TRUE,FALSE
cobalt,26298,TRUE,TRUE,FALSE
flakes,26301,TRUE,TRUE,FALSE
copyrighted,26302,TRUE,TRUE,FALSE
conquering,26306,TRUE,TRUE,FALSE
clustered,26313,TRUE,TRUE,FALSE
typed,26314,TRUE,TRUE,FALSE
perfected,26319,TRUE,TRUE,FALSE
forearm,26320,TRUE,TRUE,FALSE
repel,26321,TRUE,TRUE,FALSE
leafy,26334,TRUE,TRUE,FALSE
strenuous,26337,TRUE,TRUE,FALSE
digestive,26339,TRUE,TRUE,FALSE
prophets,26340,TRUE,TRUE,FALSE
inventors,26342,TRUE,TRUE,FALSE
validation,26346,TRUE,TRUE,FALSE
refine,26347,TRUE,TRUE,FALSE
caldera,26348,TRUE,TRUE,FALSE
evaded,26350,TRUE,TRUE,FALSE
shovel,26351,TRUE,TRUE,FALSE
spaced,26352,TRUE,TRUE,FALSE
enchanted,26355,TRUE,TRUE,FALSE
comb,26356,TRUE,TRUE,FALSE
awoke,26361,TRUE,TRUE,FALSE
blossoms,26365,TRUE,TRUE,FALSE
revere,26367,TRUE,TRUE,FALSE
brochures,26368,TRUE,TRUE,FALSE
exemplified,26373,TRUE,TRUE,FALSE
conditioners,26385,TRUE,TRUE,FALSE
eureka,26386,TRUE,TRUE,FALSE
stoning,26391,TRUE,TRUE,FALSE
golfing,26392,TRUE,TRUE,FALSE
abstentions,26393,TRUE,TRUE,FALSE
saber,26394,TRUE,TRUE,FALSE
labored,26399,TRUE,TRUE,FALSE
hindering,26403,TRUE,TRUE,FALSE
stimulant,26409,TRUE,TRUE,FALSE
reflex,26411,TRUE,TRUE,FALSE
allergies,26412,TRUE,TRUE,FALSE
gymnasts,26414,TRUE,TRUE,FALSE
microprocessor,26419,TRUE,TRUE,FALSE
reaped,26420,TRUE,TRUE,FALSE
bedside,26423,TRUE,TRUE,FALSE
hyper,26425,TRUE,TRUE,FALSE
deviation,26429,TRUE,TRUE,FALSE
thinker,26431,TRUE,TRUE,FALSE
corrupted,26432,TRUE,TRUE,FALSE
factored,26433,TRUE,TRUE,FALSE
repressed,26435,TRUE,TRUE,FALSE
cheerleader,26437,TRUE,TRUE,FALSE
carvings,26438,TRUE,TRUE,FALSE
glimpses,26439,TRUE,TRUE,FALSE
soars,26445,TRUE,TRUE,FALSE
beech,26447,TRUE,TRUE,FALSE
decomposition,26449,TRUE,TRUE,FALSE
uncanny,26452,TRUE,TRUE,FALSE
aromatic,26456,TRUE,TRUE,FALSE
thunderstorm,26457,TRUE,TRUE,FALSE
enmity,26458,TRUE,TRUE,FALSE
consonant,26466,TRUE,TRUE,FALSE
conserved,26468,TRUE,TRUE,FALSE
inept,26475,TRUE,TRUE,FALSE
compulsive,26477,TRUE,TRUE,FALSE
optimization,26480,TRUE,TRUE,FALSE
flops,26482,TRUE,TRUE,FALSE
craftsmen,26483,TRUE,TRUE,FALSE
grotesque,26487,TRUE,TRUE,FALSE
interpreters,26490,TRUE,TRUE,FALSE
receded,26492,TRUE,TRUE,FALSE
rower,26499,TRUE,TRUE,FALSE
dishonest,26502,TRUE,TRUE,FALSE
jargon,26503,TRUE,TRUE,FALSE
mockery,26506,TRUE,TRUE,FALSE
arcane,26508,TRUE,TRUE,FALSE
uncles,26516,TRUE,TRUE,FALSE
fern,26517,TRUE,TRUE,FALSE
loosening,26518,TRUE,TRUE,FALSE
heater,26519,TRUE,TRUE,FALSE
sneaking,26520,TRUE,TRUE,FALSE
boycotts,26521,TRUE,TRUE,FALSE
accommodated,26524,TRUE,TRUE,FALSE
adhered,26526,TRUE,TRUE,FALSE
playwrights,26527,TRUE,TRUE,FALSE
richness,26529,TRUE,TRUE,FALSE
modifying,26531,TRUE,TRUE,FALSE
fades,26539,TRUE,TRUE,FALSE
morphine,26544,TRUE,TRUE,FALSE
luster,26545,TRUE,TRUE,FALSE
subgroup,26547,TRUE,TRUE,FALSE
ambushes,26548,TRUE,TRUE,FALSE
cherish,26552,TRUE,TRUE,FALSE
sparring,26554,TRUE,TRUE,FALSE
sponge,26555,TRUE,TRUE,FALSE
beavers,26559,TRUE,TRUE,FALSE
calorie,26561,TRUE,TRUE,FALSE
drags,26562,TRUE,TRUE,FALSE
rewriting,26564,TRUE,TRUE,FALSE
restores,26568,TRUE,TRUE,FALSE
choirs,26569,TRUE,TRUE,FALSE
forgiving,26570,TRUE,TRUE,FALSE
prod,26571,TRUE,TRUE,FALSE
residues,26572,TRUE,TRUE,FALSE
rudimentary,26575,TRUE,TRUE,FALSE
glued,26576,TRUE,TRUE,FALSE
innate,26580,TRUE,TRUE,FALSE
sanity,26581,TRUE,TRUE,FALSE
turquoise,26582,TRUE,TRUE,FALSE
jurisprudence,26583,TRUE,TRUE,FALSE
wallets,26584,TRUE,TRUE,FALSE
deficient,26585,TRUE,TRUE,FALSE
intruders,26587,TRUE,TRUE,FALSE
scud,26588,TRUE,TRUE,FALSE
payoffs,26589,TRUE,TRUE,FALSE
mattresses,26591,TRUE,TRUE,FALSE
dwarfs,26592,TRUE,TRUE,FALSE
phosphorus,26594,TRUE,TRUE,FALSE
secede,26595,TRUE,TRUE,FALSE
booms,26596,TRUE,TRUE,FALSE
feeble,26597,TRUE,TRUE,FALSE
utilizes,26603,TRUE,TRUE,FALSE
hasten,26604,TRUE,TRUE,FALSE
dismissals,26618,TRUE,TRUE,FALSE
refuted,26623,TRUE,TRUE,FALSE
leakage,26628,TRUE,TRUE,FALSE
occurrences,26629,TRUE,TRUE,FALSE
artistry,26631,TRUE,TRUE,FALSE
promenade,26632,TRUE,TRUE,FALSE
sauces,26633,TRUE,TRUE,FALSE
solos,26635,TRUE,TRUE,FALSE
obedience,26636,TRUE,TRUE,FALSE
convenes,26638,TRUE,TRUE,FALSE
excite,26639,TRUE,TRUE,FALSE
ferried,26640,TRUE,TRUE,FALSE
neutralize,26641,TRUE,TRUE,FALSE
bracelet,26642,TRUE,TRUE,FALSE
impeccable,26646,TRUE,TRUE,FALSE
taker,26651,TRUE,TRUE,FALSE
outbursts,26653,TRUE,TRUE,FALSE
utopia,26656,TRUE,TRUE,FALSE
swirl,26657,TRUE,TRUE,FALSE
vanishing,26658,TRUE,TRUE,FALSE
grooming,26659,TRUE,TRUE,FALSE
embodies,26663,TRUE,TRUE,FALSE
biochemistry,26664,TRUE,TRUE,FALSE
charmed,26665,TRUE,TRUE,FALSE
offsetting,26669,TRUE,TRUE,FALSE
seaboard,26673,TRUE,TRUE,FALSE
funneled,26674,TRUE,TRUE,FALSE
chests,26680,TRUE,TRUE,FALSE
quash,26684,TRUE,TRUE,FALSE
guideline,26689,TRUE,TRUE,FALSE
orthopedic,26691,TRUE,TRUE,FALSE
megabytes,26692,TRUE,TRUE,FALSE
unequivocal,26696,TRUE,TRUE,FALSE
reintroduced,26699,TRUE,TRUE,FALSE
upholds,26700,TRUE,TRUE,FALSE
viewpoints,26701,TRUE,TRUE,FALSE
malignant,26702,TRUE,TRUE,FALSE
dazed,26703,TRUE,TRUE,FALSE
gravy,26704,TRUE,TRUE,FALSE
radars,26705,TRUE,TRUE,FALSE
replenish,26708,TRUE,TRUE,FALSE
clique,26709,TRUE,TRUE,FALSE
caches,26712,TRUE,TRUE,FALSE
vertices,26713,TRUE,TRUE,FALSE
toad,26714,TRUE,TRUE,FALSE
hush,26716,TRUE,TRUE,FALSE
canons,26717,TRUE,TRUE,FALSE
disallowed,26718,TRUE,TRUE,FALSE
heighten,26719,TRUE,TRUE,FALSE
interspersed,26720,TRUE,TRUE,FALSE
deceived,26725,TRUE,TRUE,FALSE
inflatable,26728,TRUE,TRUE,FALSE
impressionist,26729,TRUE,TRUE,FALSE
baring,26737,TRUE,TRUE,FALSE
warranty,26740,TRUE,TRUE,FALSE
modernizing,26741,TRUE,TRUE,FALSE
precedents,26746,TRUE,TRUE,FALSE
pall,26747,TRUE,TRUE,FALSE
positives,26754,TRUE,TRUE,FALSE
clung,26756,TRUE,TRUE,FALSE
financiers,26763,TRUE,TRUE,FALSE
branched,26765,TRUE,TRUE,FALSE
gorillas,26767,TRUE,TRUE,FALSE
watchful,26777,TRUE,TRUE,FALSE
tutoring,26780,TRUE,TRUE,FALSE
misty,26784,TRUE,TRUE,FALSE
pulses,26786,TRUE,TRUE,FALSE
audacious,26788,TRUE,TRUE,FALSE
seductive,26789,TRUE,TRUE,FALSE
outweighed,26790,TRUE,TRUE,FALSE
brittle,26794,TRUE,TRUE,FALSE
unison,26798,TRUE,TRUE,FALSE
abnormalities,26802,TRUE,TRUE,FALSE
comprehend,26807,TRUE,TRUE,FALSE
pennies,26808,TRUE,TRUE,FALSE
tattered,26809,TRUE,TRUE,FALSE
pondering,26813,TRUE,TRUE,FALSE
bleed,26815,TRUE,TRUE,FALSE
jailing,26817,TRUE,TRUE,FALSE
lad,26821,TRUE,TRUE,FALSE
silvers,26822,TRUE,TRUE,FALSE
medic,26824,TRUE,TRUE,FALSE
formative,26828,TRUE,TRUE,FALSE
finer,26833,TRUE,TRUE,FALSE
intuitive,26834,TRUE,TRUE,FALSE
validated,26836,TRUE,TRUE,FALSE
trappings,26837,TRUE,TRUE,FALSE
tempest,26841,TRUE,TRUE,FALSE
wiretapping,26844,TRUE,TRUE,FALSE
panoramic,26845,TRUE,TRUE,FALSE
domed,26846,TRUE,TRUE,FALSE
remodeled,26848,TRUE,TRUE,FALSE
navigating,26849,TRUE,TRUE,FALSE
overtaking,26850,TRUE,TRUE,FALSE
plumage,26852,TRUE,TRUE,FALSE
buds,26853,TRUE,TRUE,FALSE
hound,26855,TRUE,TRUE,FALSE
bulge,26856,TRUE,TRUE,FALSE
hallways,26858,TRUE,TRUE,FALSE
crumbs,26859,TRUE,TRUE,FALSE
propane,26861,TRUE,TRUE,FALSE
mug,26870,TRUE,TRUE,FALSE
beheading,26871,TRUE,TRUE,FALSE
swallows,26875,TRUE,TRUE,FALSE
pitfalls,26880,TRUE,TRUE,FALSE
boomed,26883,TRUE,TRUE,FALSE
simplistic,26885,TRUE,TRUE,FALSE
reverence,26887,TRUE,TRUE,FALSE
delicacy,26890,TRUE,TRUE,FALSE
vibrations,26895,TRUE,TRUE,FALSE
pea,26896,TRUE,TRUE,FALSE
nuclei,26898,TRUE,TRUE,FALSE
nocturnal,26900,TRUE,TRUE,FALSE
stepmother,26904,TRUE,TRUE,FALSE
imitate,26908,TRUE,TRUE,FALSE
monologue,26910,TRUE,TRUE,FALSE
nephews,26914,TRUE,TRUE,FALSE
detour,26916,TRUE,TRUE,FALSE
horrifying,26917,TRUE,TRUE,FALSE
brightness,26918,TRUE,TRUE,FALSE
amplified,26921,TRUE,TRUE,FALSE
mermaid,26922,TRUE,TRUE,FALSE
wasp,26923,TRUE,TRUE,FALSE
trance,26924,TRUE,TRUE,FALSE
postcard,26925,TRUE,TRUE,FALSE
shopper,26926,TRUE,TRUE,FALSE
romp,26927,TRUE,TRUE,FALSE
motherhood,26934,TRUE,TRUE,FALSE
falsified,26935,TRUE,TRUE,FALSE
craftsman,26936,TRUE,TRUE,FALSE
moonlight,26946,TRUE,TRUE,FALSE
converse,26948,TRUE,TRUE,FALSE
hover,26949,TRUE,TRUE,FALSE
showered,26950,TRUE,TRUE,FALSE
unscrupulous,26951,TRUE,TRUE,FALSE
disapproved,26952,TRUE,TRUE,FALSE
cracker,26964,TRUE,TRUE,FALSE
plugs,26965,TRUE,TRUE,FALSE
fragrant,26967,TRUE,TRUE,FALSE
blinded,26969,TRUE,TRUE,FALSE
sensibilities,26972,TRUE,TRUE,FALSE
penthouse,26973,TRUE,TRUE,FALSE
bachelors,26974,TRUE,TRUE,FALSE
ballooning,26976,TRUE,TRUE,FALSE
valor,26977,TRUE,TRUE,FALSE
recollection,26979,TRUE,TRUE,FALSE
glide,26981,TRUE,TRUE,FALSE
squirrels,26982,TRUE,TRUE,FALSE
pronouncements,26983,TRUE,TRUE,FALSE
profited,26988,TRUE,TRUE,FALSE
arranger,26990,TRUE,TRUE,FALSE
humbled,26998,TRUE,TRUE,FALSE
paranormal,26999,TRUE,TRUE,FALSE
evading,27002,TRUE,TRUE,FALSE
amalgamation,27005,TRUE,TRUE,FALSE
nosed,27009,TRUE,TRUE,FALSE
soles,27012,TRUE,TRUE,FALSE
electrification,27018,TRUE,TRUE,FALSE
resonate,27019,TRUE,TRUE,FALSE
scraped,27021,TRUE,TRUE,FALSE
issuers,27023,TRUE,TRUE,FALSE
additive,27028,TRUE,TRUE,FALSE
introductions,27033,TRUE,TRUE,FALSE
deems,27035,TRUE,TRUE,FALSE
housekeeper,27036,TRUE,TRUE,FALSE
tormented,27037,TRUE,TRUE,FALSE
vents,27038,TRUE,TRUE,FALSE
goggles,27040,TRUE,TRUE,FALSE
quashed,27044,TRUE,TRUE,FALSE
renal,27050,TRUE,TRUE,FALSE
stimuli,27051,TRUE,TRUE,FALSE
consensual,27056,TRUE,TRUE,FALSE
forfeited,27066,TRUE,TRUE,FALSE
unparalleled,27067,TRUE,TRUE,FALSE
footnotes,27071,TRUE,TRUE,FALSE
ebb,27072,TRUE,TRUE,FALSE
opportunistic,27080,TRUE,TRUE,FALSE
meek,27090,TRUE,TRUE,FALSE
harass,27091,TRUE,TRUE,FALSE
inconvenient,27095,TRUE,TRUE,FALSE
rouse,27097,TRUE,TRUE,FALSE
smoldering,27098,TRUE,TRUE,FALSE
prank,27103,TRUE,TRUE,FALSE
differentiated,27105,TRUE,TRUE,FALSE
momentous,27106,TRUE,TRUE,FALSE
frayed,27108,TRUE,TRUE,FALSE
reckoned,27110,TRUE,TRUE,FALSE
sanctuaries,27113,TRUE,TRUE,FALSE
idealism,27114,TRUE,TRUE,FALSE
pronounce,27116,TRUE,TRUE,FALSE
remodeling,27117,TRUE,TRUE,FALSE
textures,27118,TRUE,TRUE,FALSE
reworked,27121,TRUE,TRUE,FALSE
alleys,27124,TRUE,TRUE,FALSE
rambling,27128,TRUE,TRUE,FALSE
fateful,27129,TRUE,TRUE,FALSE
flees,27132,TRUE,TRUE,FALSE
grandeur,27141,TRUE,TRUE,FALSE
earrings,27142,TRUE,TRUE,FALSE
conscription,27144,TRUE,TRUE,FALSE
whirlpool,27145,TRUE,TRUE,FALSE
consecration,27146,TRUE,TRUE,FALSE
laborer,27148,TRUE,TRUE,FALSE
testifies,27150,TRUE,TRUE,FALSE
hitherto,27153,TRUE,TRUE,FALSE
stiffer,27154,TRUE,TRUE,FALSE
flanks,27156,TRUE,TRUE,FALSE
megawatt,27157,TRUE,TRUE,FALSE
decaying,27158,TRUE,TRUE,FALSE
whispers,27160,TRUE,TRUE,FALSE
workable,27161,TRUE,TRUE,FALSE
devoting,27165,TRUE,TRUE,FALSE
shopkeepers,27167,TRUE,TRUE,FALSE
amplifier,27170,TRUE,TRUE,FALSE
lifespan,27173,TRUE,TRUE,FALSE
lingerie,27176,TRUE,TRUE,FALSE
inserting,27177,TRUE,TRUE,FALSE
bathtub,27178,TRUE,TRUE,FALSE
fragmentation,27179,TRUE,TRUE,FALSE
bulky,27183,TRUE,TRUE,FALSE
armaments,27189,TRUE,TRUE,FALSE
linguist,27191,TRUE,TRUE,FALSE
pint,27204,TRUE,TRUE,FALSE
briefcase,27206,TRUE,TRUE,FALSE
scorching,27208,TRUE,TRUE,FALSE
unhappiness,27210,TRUE,TRUE,FALSE
salaried,27211,TRUE,TRUE,FALSE
plebiscite,27213,TRUE,TRUE,FALSE
arbitrator,27214,TRUE,TRUE,FALSE
institutionalized,27218,TRUE,TRUE,FALSE
loosened,27219,TRUE,TRUE,FALSE
annuity,27221,TRUE,TRUE,FALSE
aerodynamic,27230,TRUE,TRUE,FALSE
derogatory,27235,TRUE,TRUE,FALSE
grandstand,27246,TRUE,TRUE,FALSE
complication,27249,TRUE,TRUE,FALSE
centering,27250,TRUE,TRUE,FALSE
plundered,27252,TRUE,TRUE,FALSE
contiguous,27256,TRUE,TRUE,FALSE
manure,27257,TRUE,TRUE,FALSE
acquires,27258,TRUE,TRUE,FALSE
thrives,27259,TRUE,TRUE,FALSE
naughty,27264,TRUE,TRUE,FALSE
convex,27266,TRUE,TRUE,FALSE
sundown,27267,TRUE,TRUE,FALSE
pariah,27270,TRUE,TRUE,FALSE
thistle,27274,TRUE,TRUE,FALSE
frescoes,27277,TRUE,TRUE,FALSE
breeder,27279,TRUE,TRUE,FALSE
raked,27280,TRUE,TRUE,FALSE
undeclared,27285,TRUE,TRUE,FALSE
remedial,27287,TRUE,TRUE,FALSE
mechanized,27290,TRUE,TRUE,FALSE
despicable,27292,TRUE,TRUE,FALSE
evict,27302,TRUE,TRUE,FALSE
sprinters,27304,TRUE,TRUE,FALSE
unqualified,27307,TRUE,TRUE,FALSE
vigilante,27308,TRUE,TRUE,FALSE
coinciding,27311,TRUE,TRUE,FALSE
quilt,27312,TRUE,TRUE,FALSE
shorthand,27315,TRUE,TRUE,FALSE
formulating,27319,TRUE,TRUE,FALSE
tracker,27322,TRUE,TRUE,FALSE
sociological,27324,TRUE,TRUE,FALSE
joker,27327,TRUE,TRUE,FALSE
acrimonious,27329,TRUE,TRUE,FALSE
desolate,27330,TRUE,TRUE,FALSE
birthdays,27331,TRUE,TRUE,FALSE
minimizing,27333,TRUE,TRUE,FALSE
suitcases,27335,TRUE,TRUE,FALSE
bragging,27336,TRUE,TRUE,FALSE
caption,27339,TRUE,TRUE,FALSE
elves,27340,TRUE,TRUE,FALSE
fireman,27345,TRUE,TRUE,FALSE
enslaved,27353,TRUE,TRUE,FALSE
unsatisfactory,27354,TRUE,TRUE,FALSE
scuttle,27362,TRUE,TRUE,FALSE
molesting,27363,TRUE,TRUE,FALSE
stamping,27367,TRUE,TRUE,FALSE
retrieval,27371,TRUE,TRUE,FALSE
magnesium,27372,TRUE,TRUE,FALSE
reimbursed,27376,TRUE,TRUE,FALSE
rerun,27377,TRUE,TRUE,FALSE
optimum,27378,TRUE,TRUE,FALSE
impeached,27379,TRUE,TRUE,FALSE
untested,27383,TRUE,TRUE,FALSE
sucking,27384,TRUE,TRUE,FALSE
mayonnaise,27385,TRUE,TRUE,FALSE
motorist,27387,TRUE,TRUE,FALSE
vaults,27389,TRUE,TRUE,FALSE
outperformed,27394,TRUE,TRUE,FALSE
immortality,27397,TRUE,TRUE,FALSE
intoxicated,27398,TRUE,TRUE,FALSE
sportswriter,27399,TRUE,TRUE,FALSE
stallion,27401,TRUE,TRUE,FALSE
fanatic,27402,TRUE,TRUE,FALSE
philosophies,27404,TRUE,TRUE,FALSE
plastered,27405,TRUE,TRUE,FALSE
distilled,27406,TRUE,TRUE,FALSE
brainchild,27408,TRUE,TRUE,FALSE
garb,27410,TRUE,TRUE,FALSE
classifications,27412,TRUE,TRUE,FALSE
fondly,27413,TRUE,TRUE,FALSE
relented,27414,TRUE,TRUE,FALSE
stool,27415,TRUE,TRUE,FALSE
incense,27417,TRUE,TRUE,FALSE
illiteracy,27423,TRUE,TRUE,FALSE
pacing,27433,TRUE,TRUE,FALSE
candlelight,27435,TRUE,TRUE,FALSE
contradicts,27437,TRUE,TRUE,FALSE
portals,27440,TRUE,TRUE,FALSE
pretended,27447,TRUE,TRUE,FALSE
synthesized,27449,TRUE,TRUE,FALSE
unraveling,27454,TRUE,TRUE,FALSE
sturgeon,27455,TRUE,TRUE,FALSE
dislocated,27456,TRUE,TRUE,FALSE
windmill,27458,TRUE,TRUE,FALSE
atrocity,27461,TRUE,TRUE,FALSE
panelists,27467,TRUE,TRUE,FALSE
ranches,27469,TRUE,TRUE,FALSE
mahogany,27470,TRUE,TRUE,FALSE
blazer,27471,TRUE,TRUE,FALSE
liege,27472,TRUE,TRUE,FALSE
unionized,27474,TRUE,TRUE,FALSE
blooming,27476,TRUE,TRUE,FALSE
recite,27478,TRUE,TRUE,FALSE
satanic,27479,TRUE,TRUE,FALSE
oncology,27480,TRUE,TRUE,FALSE
regrouped,27481,TRUE,TRUE,FALSE
soaking,27482,TRUE,TRUE,FALSE
vertex,27495,TRUE,TRUE,FALSE
burly,27500,TRUE,TRUE,FALSE
closeness,27501,TRUE,TRUE,FALSE
logistic,27505,TRUE,TRUE,FALSE
dented,27506,TRUE,TRUE,FALSE
authorship,27509,TRUE,TRUE,FALSE
haircut,27510,TRUE,TRUE,FALSE
roadways,27511,TRUE,TRUE,FALSE
quartz,27512,TRUE,TRUE,FALSE
erasing,27516,TRUE,TRUE,FALSE
osteoporosis,27517,TRUE,TRUE,FALSE
bridal,27518,TRUE,TRUE,FALSE
vacate,27521,TRUE,TRUE,FALSE
computation,27523,TRUE,TRUE,FALSE
realist,27524,TRUE,TRUE,FALSE
axed,27527,TRUE,TRUE,FALSE
gator,27528,TRUE,TRUE,FALSE
distillery,27529,TRUE,TRUE,FALSE
suitors,27531,TRUE,TRUE,FALSE
ovens,27535,TRUE,TRUE,FALSE
blacklisted,27547,TRUE,TRUE,FALSE
octopus,27548,TRUE,TRUE,FALSE
wields,27550,TRUE,TRUE,FALSE
drab,27551,TRUE,TRUE,FALSE
bothers,27552,TRUE,TRUE,FALSE
advantageous,27553,TRUE,TRUE,FALSE
iced,27555,TRUE,TRUE,FALSE
atypical,27556,TRUE,TRUE,FALSE
happiest,27558,TRUE,TRUE,FALSE
modernity,27562,TRUE,TRUE,FALSE
campground,27563,TRUE,TRUE,FALSE
deducted,27566,TRUE,TRUE,FALSE
gastrointestinal,27572,TRUE,TRUE,FALSE
principled,27574,TRUE,TRUE,FALSE
prism,27582,TRUE,TRUE,FALSE
interned,27583,TRUE,TRUE,FALSE
queues,27585,TRUE,TRUE,FALSE
elector,27589,TRUE,TRUE,FALSE
sickle,27592,TRUE,TRUE,FALSE
calves,27593,TRUE,TRUE,FALSE
undeniable,27599,TRUE,TRUE,FALSE
congenital,27601,TRUE,TRUE,FALSE
rump,27603,TRUE,TRUE,FALSE
quay,27606,TRUE,TRUE,FALSE
shipwreck,27607,TRUE,TRUE,FALSE
clicks,27609,TRUE,TRUE,FALSE
probed,27610,TRUE,TRUE,FALSE
disabling,27613,TRUE,TRUE,FALSE
shoemaker,27615,TRUE,TRUE,FALSE
adhering,27616,TRUE,TRUE,FALSE
sweetened,27618,TRUE,TRUE,FALSE
pounced,27620,TRUE,TRUE,FALSE
originality,27621,TRUE,TRUE,FALSE
soot,27625,TRUE,TRUE,FALSE
expanse,27626,TRUE,TRUE,FALSE
prudence,27627,TRUE,TRUE,FALSE
dyed,27628,TRUE,TRUE,FALSE
clearest,27630,TRUE,TRUE,FALSE
compiler,27635,TRUE,TRUE,FALSE
ambivalent,27637,TRUE,TRUE,FALSE
earner,27638,TRUE,TRUE,FALSE
allocations,27639,TRUE,TRUE,FALSE
moons,27640,TRUE,TRUE,FALSE
boredom,27641,TRUE,TRUE,FALSE
intruder,27644,TRUE,TRUE,FALSE
compartments,27656,TRUE,TRUE,FALSE
wink,27659,TRUE,TRUE,FALSE
ascribed,27671,TRUE,TRUE,FALSE
engraving,27674,TRUE,TRUE,FALSE
agonizing,27677,TRUE,TRUE,FALSE
ruining,27679,TRUE,TRUE,FALSE
enigma,27681,TRUE,TRUE,FALSE
reiterates,27685,TRUE,TRUE,FALSE
frenetic,27689,TRUE,TRUE,FALSE
grinning,27691,TRUE,TRUE,FALSE
suffice,27694,TRUE,TRUE,FALSE
socket,27696,TRUE,TRUE,FALSE
sock,27697,TRUE,TRUE,FALSE
reprimand,27707,TRUE,TRUE,FALSE
disaffected,27710,TRUE,TRUE,FALSE
distracting,27711,TRUE,TRUE,FALSE
strolled,27715,TRUE,TRUE,FALSE
balconies,27716,TRUE,TRUE,FALSE
shaded,27723,TRUE,TRUE,FALSE
syllables,27731,TRUE,TRUE,FALSE
felled,27732,TRUE,TRUE,FALSE
unwise,27734,TRUE,TRUE,FALSE
mashed,27735,TRUE,TRUE,FALSE
ordinances,27739,TRUE,TRUE,FALSE
amputated,27743,TRUE,TRUE,FALSE
rusher,27745,TRUE,TRUE,FALSE
receding,27747,TRUE,TRUE,FALSE
bloodbath,27749,TRUE,TRUE,FALSE
